word,count,avg_rate
puta,5,3
putarias,1,5
putilizar,2,1
putin,4,4
puxador,14,4
puxar,18,3
puxão,4,5
puzzle,4,4
pycnogenol,1,4
pyme,1,5
pyongyang,1,5
python,2,4
página,72,3
páscoa,424,3
pássaro,11,4
pátio,3,4
pátrio,1,5
pão,22,3
pé,3,4
pédicure,16,3
pérgola,16,1
pérgula,1,5
pérola,99,2
pérsio,3,4
pétala,1,3
pézinho,1,5
pêbê,2,4
pêlo,56,2
pêra,13,3
pêssego,40,1
pílula,2,5
pízzas,1,1
pódio,1,5
póliza,3,4
pólo,3,4
pónei,23,3
póquer,1,5
póster,5,4
póvoa,15,4
pôr,52,4
público,1535,5
qaeda,1,4
qatar,1,5
qero,1,5
qren,22,4
quadcopter,49,3
quadcore,2,5
quadrante,1,3
quadrar,18,4
quadratic,4,5
quadriciclo,1,4
quadrilha,1,1
quadrimestre,1,5
quadro,21,4
qual,142,3
qualidad,1,3
qualidade,282,3
qualificar,16,2
qualificação,26,3
quality,2,5
qualquer,1,3
quantidade,32,3
quantitative,1,5
quanto,30,4
quantum,11,2
quaresmar,6,5
quarteiro,5,5
quarteto,1,3
quarto,96,4
quartzo,6,4
quase,87,4
quatrocentão,1,4
quattor,23,2
quattro,2,5
quebec,1,2
quebradiço,1,2
quebrar,49,4
quedar,3,5
quedo,152,3
quedáis,1,5
queen,17,3
queer,9,4
queerlisboa,1,5
queijar,155,2
queijo,10,4
queimador,1,3
queimadura,7,3
queimar,28,3
queimão,1,1
queina,1,1
queixar,26,5
queluz,1,2
quentar,91,2
quente,244,2
queratina,90,2
queratinização,32,1
quercus,3,4
querer,202,4
quererse,5,3
querido,6,5
questao,1,5
questionar,2,5
questionário,9,4
questoes,25,1
questão,7,4
queue,1,5
quiabo,1,3
quiaios,2,2
quiche,1,2
quick,34,1
quickest,1,2
quickly,1,5
quieres,2,5
quik,1,1
quiksilver,1,1
quilling,2,5
quilo,14,3
quilograma,1,5
quilombola,5,2
quilómetro,2,5
quimico,2,1
quinar,20,3
quincena,2,4
quindim,1,3
quinone,1,3
quintal,8,4
quintaneja,2,1
quintanilha,1,5
quintero,2,5
quinto,5,2
quinzena,88,4
quinzenal,1,5
quique,1,5
quiromassagem,1,2
quiron,5,2
quiroprática,1,4
quitar,2,3
quitolipo,5,3
quiz,2,4
quizomba,5,3
quizz,1,5
quota,10,5
quotidiano,11,3
quotização,1,3
quénia,1,5
químico,48,2
qvet,3,4
qwerty,3,1
rabanar,1,3
rabanne,7,3
rabo,9,1
raccoon,1,5
raccords,1,4
race,13,5
rachadura,4,1
rachar,4,2
racial,2,4
racing,10,3
raciocínio,2,5
racionalidade,2,5
racismo,9,5
rack,1,1
racks,1,1
raclette,5,3
radar,14,4
radiador,81,1
radiante,6,2
radiar,29,2
radical,109,1
radicar,14,3
radiofrequencia,2,2
radiofrequência,77,2
radiofreqência,1,3
radiologista,1,5
radioso,14,3
rafael,32,3
rafaela,4,1
rafar,3,5
raft,4,3
rafting,7,4
raiar,10,3
raide,4,5
rail,2,5
raio,18,4
raivar,1,4
raiz,5,5
raizes,2,3
rajar,33,2
rajastão,2,4
rajoy,4,5
ralh,1,5
rali,5,5
rally,14,4
rallye,4,4
ralph,188,3
ramalhar,2,1
ramo,13,4
ramon,4,1
ramp,6,2
rampa,1,3
ramsés,1,3
rancho,53,2
randy,1,3
rangel,15,5
ranger,4,3
ranghell,47,2
rank,1,1
ranking,26,4
ransomware,1,4
rapaz,10,5
rapel,58,2
raphael,1,5
raphel,1,5
rapidamente,4,2
rapide,1,4
rapidez,12,2
raposar,1,4
rappel,65,4
raptar,7,5
rapture,4,3
rapunzel,4,2
raquel,1,1
raridade,2,4
raro,40,2
rasante,1,2
rasar,1,3
rasgar,2,5
rasgo,2,5
raso,18,3
raspadinha,2,5
raspar,214,2
raspberry,15,5
rasteirinha,10,1
rasteiro,1,1
rastilhar,2,5
rasto,4,5
rastreador,7,2
rastrear,4,5
rastreio,2,5
rastro,1,1
ratar,22,4
ratear,1,1
rated,1,4
ratificar,1,5
rating,4,5
rato,6,1
raul,5,3
raza,3,3
razonar,2,5
razzy,6,1
razã,3,5
razão,125,3
raça,2,1
ração,3,3
raúl,3,5
rccte,2,4
rdmc,38,4
reaberto,2,4
reabertura,2,5
reabilitar,2,5
reabilitação,19,4
reabrir,4,5
reach,2,2
reaction,5,3
reactivo,92,1
reacção,2,5
ready,6,3
reafirmante,10,2
reafirmantes,13,2
reafirmar,5,3
reafirmação,2,2
reagir,4,5
reajustar,7,5
real,522,2
realband,1,4
realcar,2,1
realeza,1,3
realidad,10,4
realidade,27,4
realinhamento,6,3
realistar,2,5
realizar,250,3
realização,6,2
really,1,5
realme,1,5
realmente,81,2
realojamento,1,5
realstone,1,4
realã,2,4
realçar,22,2
reaperto,2,2
reaproveitar,1,3
reaquisição,1,4
reasons,1,5
reativação,2,5
reavaliar,1,5
reavivar,1,5
reação,2,5
reações,2,5
rebaixar,1,1
rebaixes,3,2
rebajar,2,4
rebajas,4,5
rebelar,2,5
rebelde,4,3
rebentar,1,5
rebocar,13,4
rebolar,4,3
reboot,6,1
rebro,1,4
recadar,6,3
recadastra,2,3
recadastramento,7,4
recado,1,5
recandidatar,1,5
recandidatura,2,5
recantar,7,3
recapitalização,3,5
recargar,193,1
recarregar,9,3
recarregável,4,3
recatar,1,4
recear,3,5
receber,503,3
recebido,5,5
recebimento,3,3
rececionista,3,5
receio,3,5
receitar,95,5
receive,7,4
recem,1,1
recente,30,4
recepcionista,2,5
receptivo,4,4
receptor,19,4
recepção,9,3
recesso,16,1
recessão,2,5
recetar,1,1
recevez,2,5
receção,8,4
rech,22,1
rechear,78,2
recheio,2,2
reciba,2,5
recibe,1,5
recibir,2,4
recibo,9,5
reciclagem,34,2
reciclar,11,4
recife,30,4
recinto,9,5
recipiente,1,4
recital,12,3
reclamar,11,5
reclamação,5,3
reclinavel,1,1
recluso,1,5
recolher,39,4
recolhido,1,3
recomendaciã,1,4
recomendar,86,3
recomendação,34,1
recomeçar,1,5
recomienda,23,5
recommendez,22,5
recompensar,6,4
reconectiva,6,3
reconexão,6,3
reconfiança,1,5
reconhecer,16,4
reconhecido,3,5
reconhecimento,31,1
reconocimiento,3,2
reconquistar,11,2
reconstrucao,61,2
reconstruir,1,3
reconstrutivo,1,3
reconstrutor,50,1
reconstruã,7,1
reconstrução,252,1
reconsultas,1,2
record,3,5
recordar,18,5
recordação,4,3
recorde,4,5
recording,1,1
records,7,1
recorrer,14,5
recorte,242,4
recovery,1,4
recreação,1,3
recriação,2,5
recruiter,1,5
recrutador,2,3
recrutamento,6,4
recrutar,7,4
rectangular,28,1
rectificativo,3,5
rectificação,31,4
recto,2,4
recuar,6,5
recuperación,5,5
recuperar,42,4
recuperação,33,4
recurso,49,3
recusar,24,5
recã,2,5
recém,26,5
redacción,11,2
redan,2,4
redar,115,4
redação,21,2
redações,1,1
rede,146,4
redec,2,3
redefinir,2,4
redermic,1,5
redescobrir,11,2
redesenhar,1,4
redhot,3,3
redken,6,3
redondo,11,2
redstick,1,5
redstone,1,2
reducir,1,5
redutor,315,2
redux,7,3
reduzir,230,2
redução,83,3
reebok,8,3
reeditar,1,4
reeducação,7,2
reef,9,3
reeleito,2,5
reembolsar,8,5
reembolso,1,5
reemissão,20,4
reencarnação,1,3
reenergize,2,4
reequilíbrio,1,3
reestreia,1,1
reestruturacao,1,3
reestruturante,1,2
reestruturação,13,4
refeicoes,4,1
refeiã,1,3
refeição,1236,3
reference,1,1
referencial,1,5
referenciar,1,5
referendar,22,5
referente,1,1
referir,1,3
referência,22,4
refil,3,2
refin,10,4
refinanciamento,7,4
refinar,4,3
refinaria,1,5
refirmação,2,3
reflectir,1,4
reflector,1,5
refletem,2,4
refletivos,1,1
reflexo,16,3
reflexologia,175,2
reflexã,1,5
reflita,1,4
refogar,1,2
reformar,57,4
reformular,3,1
reforçar,44,4
reforço,3,5
refracon,1,5
refrescante,12,3
refrescar,61,3
refresh,33,2
refreshed,1,5
refri,5,2
refrigerador,10,2
refrigerante,155,1
refrigeração,4,3
refris,25,1
refugiar,54,5
refunding,1,1
refused,1,1
refutar,1,5
refém,3,5
refúgio,40,3
regalar,12,5
regalia,1,4
regalo,1,4
regar,1,1
regarding,1,4
regatar,2,2
regenerador,8,2
regenerar,2,5
regeneração,2,4
reger,10,3
reggae,12,2
regiao,1,1
regime,392,1
regina,49,3
regioes,1,1
regional,93,5
registar,68,3
registered,2,5
registrar,24,4
registration,3,5
registrations,1,5
regite,2,1
região,77,3
reglar,1,5
regojo,3,3
regrar,105,4
regressar,147,4
regressivo,5,2
regressão,17,3
reguada,2,5
reguengo,50,2
regulador,1,5
regulagem,14,1
regulamentação,2,5
regular,6,3
regularizar,3,5
regularizaã,1,2
regularização,1,4
regulatório,12,2
regulável,1,1
regístrate,1,3
rei,48,4
reiki,112,3
reikimix,1,2
reinaldi,1,3
reinaldo,3,4
reinar,19,5
reiniciar,3,1
reintegrar,1,5
reinventar,13,5
reinventarse,1,5
reiterar,1,5
reivindicar,3,5
reivindicação,3,5
rejeitar,8,5
rejeição,8,5
rejuvenecimento,2,2
rejuvenescedor,6,1
rejuvenescido,7,2
relacional,5,4
relacionamento,21,3
relacionar,16,4
relación,1,5
relamp,1,3
relampago,3,1
relampango,1,3
relatar,2,5
relativamente,2,4
relativo,1,2
relatório,67,4
relax,11,3
relaxamento,229,2
relaxante,295,1
relaxar,253,2
relação,13,4
release,12,3
relembrar,115,2
relev,1,4
relevante,2,5
relevar,1,2
reliable,1,5
religioso,9,5
religiã,4,5
religião,3,4
relogio,45,1
relogios,1,1
reloj,1,5
relojero,1,5
relojoaria,9,3
relojoeiro,1,2
relvar,21,4
relíquia,1,5
relógio,605,3
remac,116,5
remarcar,3,4
remarcação,1,5
rematar,1,5
remate,8,5
remessar,21,3
reminder,5,5
remir,1,2
remissivo,1,5
remix,6,2
remodelar,9,4
remodelação,7,3
remotamente,1,4
remoto,28,2
removedor,8,3
removedoras,1,3
remover,78,2
remoã,1,3
remoção,50,1
remunerar,3,2
remuneratório,1,5
remuneração,9,4
remédio,5,5
renal,1,3
renascença,1,5
renascimento,2,3
renata,1,2
renato,32,4
renault,30,3
rendeiro,8,3
render,92,2
rendido,1,5
rendimento,9,5
rendição,1,5
renegociação,2,5
rennie,1,5
renomada,4,1
renomado,1,2
renomados,1,3
renome,2,3
renovacoes,2,3
renovar,105,3
renovaã,1,3
renovação,28,4
renovável,8,4
rent,8,5
rentabilidade,3,4
rentabilizar,3,2
renting,15,3
rentrée,3,5
rentável,5,4
renunciar,3,5
reorganizar,2,4
rep,2,4
repactuação,5,2
repair,10,2
repairs,1,4
reparacao,2,5
reparador,24,1
reparar,13,4
reparação,43,3
reparo,1,2
repartirse,1,3
repartição,1,2
repassar,1,3
repelente,23,2
repensar,1,5
repente,1,1
repercussão,2,3
repercutir,1,4
repetidamente,1,4
repetidor,1,2
repetir,33,4
repetição,1,4
replantar,1,4
replay,9,3
repletar,2,1
replicar,2,1
replicaã,1,4
repor,1,5
report,36,5
reportagem,17,4
reportar,2,5
reporting,3,5
reports,2,1
reposado,1,5
reposicao,12,2
repositor,21,1
reposição,69,4
reposteria,2,4
reposto,1,5
repousar,2,4
representante,12,4
representar,24,4
representação,67,4
repressã,1,5
reprodutor,6,3
reproduzir,2,2
reprodução,2,4
reprogramação,2,3
reprovar,4,4
reprovável,1,5
repsol,2,3
republicar,8,1
repudiar,2,4
repúblico,962,4
repúdio,1,4
requalificação,4,4
requeijã,1,5
requerer,1,3
requintar,18,3
requisito,10,4
rescaldar,2,5
rescisão,7,3
resende,2,3
resenhar,1,3
reservar,571,4
resgaste,1,4
resgatar,21,5
resguardar,21,3
residence,15,1
residencia,6,1
residencial,55,2
residente,17,2
residuo,2,3
residã,1,3
residência,7,5
resignar,1,4
resignaã,1,4
resignação,1,5
resinar,7,1
resistente,12,4
resistir,31,4
resistência,2,4
resogun,9,2
resolucao,4,1
resolução,56,4
resolver,52,4
resolvido,26,1
resort,212,3
resorts,30,3
resource,2,3
resources,7,4
respeitar,8,4
respirar,5,5
respiratório,63,4
respiração,2,2
respirável,2,4
responder,53,5
respondido,2,3
responsabilidad,4,5
responsabilizar,2,5
responsable,1,3
responsivo,1,3
responsável,36,4
respostar,76,4
respuesta,3,4
ressacar,4,1
ressecar,3,3
ressentimento,1,5
resson,1,5
ressonar,16,2
ressurreicao,2,1
rest,1,4
restante,20,2
restar,47,4
restart,2,5
restauracao,5,1
restaurane,1,2
restaurant,3,5
restaurante,1068,3
restaurar,2,3
restauração,28,5
restelar,1,5
restituir,1,5
restituição,1,4
resto,2,3
restore,1,2
restrição,3,4
result,1,1
resultante,2,4
resultar,370,2
results,4,1
resumir,246,4
resveratrol,1,4
resíduios,3,4
resíduo,13,2
reta,2,3
retail,9,5
retalhar,4,5
retalhista,1,5
retar,15,2
retardador,6,2
retenção,12,4
reter,6,2
retexturizante,4,1
reticência,1,5
retido,2,5
retificativo,1,4
retificação,10,5
retinir,281,1
retinóico,18,1
retirar,91,4
retocar,12,1
retomar,22,4
retornar,24,4
retour,2,5
retr,10,1
retrair,1,5
retratar,6,5
retrato,2,5
retribuir,10,4
retribuição,3,5
retro,36,2
retroprojetor,1,1
retrospectivo,6,2
retrotagram,2,3
retrovisor,7,3
reunir,38,4
reunião,110,4
reutilizável,1,3
revalidar,1,4
revalidação,3,5
revas,1,3
reveillon,188,4
revelacao,46,1
revelacoes,36,1
revelar,76,4
revelação,79,2
revelir,7,3
revendedor,3,5
revender,9,5
rever,2,5
reversar,3,5
reversão,1,5
reversível,9,3
reverter,12,4
revestimento,18,3
revestir,3,4
revez,1,5
revezamento,2,2
review,1,5
reviews,1,4
revigorante,10,3
revigorar,2,3
reviravolta,2,5
revisao,8,2
revistar,2,5
revistinha,4,1
revistinhas,6,1
revisto,198,3
revisã,2,3
revisão,127,2
revit,1,5
revitalizacao,28,1
revitalizadora,31,1
revitalizante,15,3
revitalizar,4,3
revitalização,70,1
revitalle,1,1
revival,1,1
revivalismo,1,4
reviver,3,5
revlon,8,2
revolucionar,9,3
revolucionário,3,3
revolución,4,4
revolution,1,1
revoluã,3,5
revolução,9,5
rewards,6,4
rey,1,5
reyes,11,4
reír,3,2
rfid,1,5
rgmotor,2,4
rgpd,2,5
rhema,1,1
rhino,2,5
rhodolfo,1,5
ribamar,2,2
ribatejano,5,3
ribatejo,6,4
ribeira,12,3
ribeiro,19,4
ribeirão,13,4
ribera,1,3
ricardo,44,3
richardson,1,4
riches,1,2
richie,17,2
richter,1,5
rico,29,4
ricotta,1,3
rider,20,3
ridículo,1,5
ries,1,3
riesgo,4,5
rifar,2,2
right,1,3
rigido,2,4
rigor,2,4
rigorosamente,2,5
rihanna,1,4
rihappy,3,1
rim,1,3
rimar,15,3
rimel,1,4
rinaldi,1,1
ring,5,5
rio,8,5
ripped,8,3
ripple,1,1
riquexó,2,4
riqueza,7,4
riquitó,3,3
rir,8,4
risada,2,3
riscar,72,5
risco,51,4
risi,4,2
risk,1,1
riso,10,3
risole,4,1
risoles,2,1
risoterapia,1,4
risoto,3,2
risotto,8,4
ristorante,6,3
rita,50,1
ritanails,2,2
ritmar,36,3
ritmo,11,2
ritmundo,5,2
ritual,47,3
rituals,6,2
ritz,1,3
rival,2,5
river,42,3
riverside,42,3
riviera,94,2
rivoli,12,1
rixar,2,5
rizza,1,1
rmico,2,3
rmulas,1,4
road,4,5
roadshow,25,3
roaming,3,5
robar,1,2
robbialac,1,3
robe,15,1
robert,11,4
roberto,7,2
robin,2,5
robinson,1,4
robochef,26,4
roboredo,1,3
robot,311,3
robotizado,1,1
robtron,1,1
robã,2,4
robótico,2,5
rocambole,1,1
rocar,29,3
rocha,34,3
roche,9,4
rochedão,1,1
rocher,1,3
rock,140,3
rocket,4,4
rocks,2,1
rockwool,1,4
rocky,1,3
rococó,1,4
rodape,1,3
rodar,63,2
rodear,5,1
rodeo,1,4
rodizio,156,2
rodo,8,1
rodolpho,1,2
rodovia,2,4
rodoviário,4,4
rodrigar,45,4
rodízio,463,2
roer,2,5
rogar,8,5
roger,1,5
rogério,3,2
rolamento,1,4
roland,5,4
rolante,1,4
rolar,20,4
roleta,3,1
rolete,6,1
roll,17,3
roller,1,2
rolling,2,5
rollon,1,3
rolo,10,3
roma,13,4
romance,122,3
romano,20,2
romantic,1,3
romantica,1,1
romantico,35,2
romantismo,3,2
romanée,1,4
romeiro,13,3
romeo,2,5
romero,6,2
romeros,1,5
romeu,1,5
romimar,1,1
romo,4,3
rompuy,1,5
romántico,1,5
romário,1,4
roménia,2,5
ronald,4,2
ronaldo,24,5
roncadeira,1,3
rond,8,4
rondar,2,5
rondeli,1,1
rondolino,1,4
ronney,1,1
roof,39,4
roofs,13,4
room,5,3
rooms,20,3
rooney,1,5
roots,4,4
ropa,1,5
rorschach,1,3
rosa,1,4
rosana,1,2
rosane,1,3
rosar,235,2
roscar,1,3
roseira,1,3
rosell,1,5
rossi,1,5
rossio,2,3
rostir,349,2
rosto,6,4
rosáceo,1,3
rosé,11,1
rosê,13,1
rotar,1,3
rotary,29,3
rotating,28,1
rotativar,8,3
rotatividade,5,3
rotativo,16,2
rotavírus,1,5
rotação,3,3
roteador,11,4
roteadores,2,3
roteiro,30,2
rothschild,5,4
rotina,87,3
roto,42,4
rotulagem,34,2
rotulos,4,2
roubar,35,4
rouge,13,1
roupao,1,1
roupar,378,2
roupeiro,19,3
rouquidão,3,3
rouse,3,3
rousseau,2,5
rousseff,2,5
route,181,4
router,5,4
roverhair,2,3
rowenta,8,3
roxanna,10,4
roxo,8,4
roxul,1,3
royal,26,3
royalties,1,5
rrea,1,4
rrhh,9,4
rria,1,4
rstaurante,1,3
ruben,1,3
rubintstein,1,2
rubricar,2,5
rubro,6,3
rubéola,2,5
rueff,1,5
ruffolo,5,3
rufino,2,4
rufo,8,3
rugar,18,2
rugby,1,2
rugir,1,5
ruim,1,2
ruinoso,4,5
ruir,22,5
ruivo,4,3
rumar,5,4
rumo,4,1
rumor,7,4
runa,6,3
running,15,3
runtime,1,1
rural,191,3
russo,105,2
rusticar,1,2
ruth,3,2
rutina,2,2
rutura,2,5
ryanair,1,5
ryder,1,5
ryoho,1,2
rácio,4,2
rádio,52,3
rápidamente,2,3
rápido,178,2
régua,101,1
réplica,1,3
réserver,2,5
résoudre,1,4
réve,1,2
réveillon,67,3
réveillons,17,3
rígido,99,2
rótulo,3,3
rúben,3,5
rússia,40,4
rústico,60,3
saab,1,3
saas,2,4
sabadellgallego,1,5
sabado,56,1
sabados,8,2
sabadãooo,2,3
sabatini,1,1
sabatino,1,4
sabedor,1,5
sabedoria,197,2
sabemi,6,4
saber,971,3
sabera,4,1
sabiaguaba,1,2
sabmiller,1,5
sabonete,23,3
sabor,433,2
saborear,61,2
saboroso,8,1
sabrina,476,1
sabrinas,1,4
sabugal,1,5
sabugueiro,1,5
sabádo,1,1
sabão,12,4
sacar,89,4
sacavem,2,5
sacavém,7,2
sacer,2,1
sachet,6,1
sachs,5,5
saci,1,3
saco,31,5
sacolinhas,2,4
sacrifício,1,5
sacro,23,3
sacudir,1,5
sadoport,1,4
saerj,1,5
safar,3,4
safari,97,2
safe,1,5
safira,1,4
saft,2,4
saga,2,2
sage,46,5
sagenews,8,5
sagrar,6,4
sagre,11,3
sahib,61,1
saia,1,3
said,6,1
saida,2,1
sailing,1,4
saint,24,4
sair,476,4
saké,9,3
sal,1,3
sala,124,4
salada,31,3
salah,3,5
salal,1,5
salamanca,3,4
salame,1,3
salao,33,1
salar,2,5
salarial,6,4
salariar,2,5
salata,1,3
salatattoo,1,1
salaviza,2,5
salazar,2,1
salcedo,1,5
saldao,3,1
saldar,2,5
saldo,82,4
saldão,36,3
sale,67,4
sales,17,5
salesforce,1,2
salgado,17,2
salgar,245,2
salino,4,4
salir,7,4
salles,3,1
salmao,3,2
salmã,2,5
salmão,5,3
salomon,9,3
salon,4,1
salone,2,2
salones,1,5
salpicar,14,3
salpicão,1,2
salsastar,196,4
salsicha,2,5
salso,15,4
saltar,135,3
saltitão,1,5
salto,1,1
salud,6,5
salvador,90,2
salvar,16,5
salvaterra,2,4
salvio,3,5
salvo,6,5
salário,50,5
salão,83,2
samambaia,1,1
samara,10,2
samarra,2,2
samb,3,2
sambar,22,2
sambariê,2,1
sameach,1,5
samira,1,5
samosonite,6,3
samp,1,1
sampaio,6,5
samples,2,5
sampling,1,5
samsara,7,2
samson,3,1
samsonite,99,3
samsung,320,2
samsys,5,5
samurai,9,2
sanar,164,2
sanbrás,1,5
sanches,6,5
sancionar,1,5
sande,2,4
sanders,12,3
sandisk,1,3
sandler,1,3
sandro,1,5
sanduichar,5,1
sanduíche,14,1
sandwich,2,5
sandália,35,5
saneamento,19,2
sangalo,4,3
sangrar,1,5
sangria,48,3
sangue,25,4
sanguino,1,5
sanidade,1,1
sanin,2,2
sanita,2,3
sanitário,5,4
sanjar,16,4
sansymphony,2,4
sant,3,2
santana,25,2
santander,9,5
santarém,344,2
santiago,12,3
santista,7,5
santo,304,3
santogal,6,3
santorinni,4,1
santosh,1,4
santuário,2,5
sanyo,1,4
sanção,38,5
sapar,15,2
sapatear,27,1
sapateiro,98,3
sapatenis,1,1
sapatilha,48,2
sapato,546,2
sapatênis,20,1
sapecar,1,4
sapiatiba,2,1
sapo,5,3
saraivar,39,3
saramandaia,10,1
sarampo,2,5
sarar,161,1
sarau,14,3
sardinha,23,4
sardinhada,7,3
saron,3,1
sasazaki,2,1
sashimi,5,2
sassicaia,1,4
sassoon,5,3
sata,1,3
satin,1,5
satisfaction,1,2
satisfazer,6,3
satisfação,9,5
satisfeito,33,1
sato,1,1
satorres,2,1
satoshi,3,1
satsanga,4,2
saturday,1,5
saturno,1,4
satélite,2,4
saudade,58,3
saudar,362,3
saudavel,8,3
saude,12,2
saudável,139,2
saudã,12,4
sauna,18,3
sauípe,7,3
savassi,9,1
savate,2,4
save,15,3
savoir,1,4
sawyer,4,3
saídas,1,5
saúde,2,5
saúdejá,1,3
sboe,1,3
sbras,1,5
sbso,1,5
sbsr,7,4
scad,1,3
scala,16,2
scale,1,5
scanea,1,4
scanner,5,2
scaras,4,4
scarcozelo,1,3
scarpins,4,1
scart,1,4
sceelix,1,5
scelle,1,4
scellement,2,4
scenes,1,5
schauble,1,5
schmitz,1,3
schneider,4,4
school,56,2
schooling,1,5
schoolnet,1,4
schultz,3,5
schulz,2,5
schwarzenegger,2,3
schwarzkopf,9,2
schwidersky,6,1
scie,1,2
science,2,4
scones,4,3
scooby,9,2
scooter,10,2
scope,2,1
score,2,4
scorecard,1,2
scorempresas,2,4
scotchgard,1,4
scrapbook,2,3
scream,1,1
screamo,1,3
screen,5,2
script,2,5
scripts,1,4
scroll,1,4
scrum,16,2
sculptor,42,3
sculptural,3,3
scut,2,5
scvouga,1,5
seal,15,4
sealing,9,4
seams,8,4
search,2,3
seas,11,1
season,7,5
seasons,6,1
seat,4,5
sebago,9,3
sebastião,4,3
sebrae,5,4
secador,149,2
secagem,45,2
secao,1,1
secar,21,3
secca,1,3
seccionar,1,4
secil,1,3
seco,56,2
seconci,6,4
secret,4,3
secretar,1,5
secretariar,62,3
secreto,41,4
secrets,1,1
secretário,60,4
secretã,1,4
section,2,5
sector,30,4
secular,1,3
secundário,6,3
securitas,3,5
security,7,4
securty,2,3
secção,7,5
sedar,34,2
sedativo,1,5
sede,2,4
sedentarismo,1,2
sediar,14,3
sedoso,3,2
seductionlook,1,3
sedutor,19,3
seduzir,1,1
sedução,4,3
seek,1,1
sefardita,1,5
sefaz,1,5
segmaz,1,5
segmentar,2,3
segr,1,2
segred,17,3
segredar,174,3
segredo,91,3
seguimiento,1,5
seguinte,10,4
seguir,87,4
segundar,1,4
segundo,78,4
segur,2,4
seguradora,3,5
seguranca,26,1
seguranã,3,5
segurança,302,4
segurar,372,1
seguridad,2,4
seguro,163,2
segway,49,2
seia,2,1
seiko,13,3
seinfeld,1,5
seio,60,3
seixal,2,5
selador,4,1
selagem,356,2
selamento,14,1
selante,2,1
selar,30,4
selecao,2,2
seleccionar,8,4
selecciã,1,5
selección,1,4
seleciona,1,2
selecionada,2,2
selecionadas,12,2
selecionado,6,2
selecionador,3,5
selecionados,10,2
selecionamos,5,3
selecionar,2,4
selecione,2,2
selecionou,1,2
selecoes,1,1
selection,1,3
selectivo,1,3
selecã,1,3
selecção,84,4
seletivas,1,1
seletivo,15,3
seleto,3,2
seletos,1,1
seleã,1,1
seleção,1615,4
self,27,2
selfie,2,5
sellado,1,5
sellers,201,3
selling,1,4
selva,5,3
selvagem,43,3
semana,4831,3
semanal,110,4
semanalmente,4,5
semas,1,4
semba,1,3
seme,3,4
semear,13,4
semedo,4,5
semei,1,3
sementar,9,3
semente,1,5
semestral,128,1
semestre,26,3
semi,128,2
semideus,1,4
semifinal,6,2
semijoias,9,4
seminario,29,5
seminars,3,5
seminovo,1,1
seminovos,3,1
seminário,167,4
semp,2,1
semáforo,1,4
sena,4,5
senado,11,5
senai,4,2
senegal,1,4
senha,14,4
senhor,31,4
senhorial,14,4
senhorio,2,5
senior,4,5
sensacional,22,3
sensation,25,1
sensação,16,3
senscience,2,2
senseo,23,1
senshi,4,2
sensibilidade,1,5
sensibilizar,1,5
sensibilização,6,2
senso,2,5
sensor,111,2
sensorial,2,3
sensu,2,5
sensual,16,3
sensualidade,27,2
sensys,1,3
sensã,2,3
sensível,3,3
sent,1,4
sentar,9,5
sentimento,2,5
sentinel,1,4
sentir,133,4
sentirte,1,5
senwatch,9,3
separar,17,1
separatista,1,5
separação,2,5
sepe,1,4
sepha,2,3
sephora,207,5
sepred,2,4
september,17,4
septiembre,38,3
sepultura,1,5
sequela,1,3
sequer,1,5
sequestrar,2,5
ser,1771,3
sera,8,2
seras,1,5
sereia,11,3
sereno,1,1
sergio,31,3
seriar,67,1
seringar,4,2
seriously,1,1
sermão,3,2
seropositivo,2,4
serotonina,1,3
serpentar,1,1
serralheiro,1,1
serralves,44,1
serrano,24,3
serrar,509,2
sertanejo,18,1
sertã,9,3
sertão,7,3
serum,4,2
server,14,4
service,32,3
servicedesign,6,3
services,17,3
servicio,6,5
servico,6,1
servicos,18,3
servidor,41,4
servir,40,3
serviã,3,4
serviço,424,3
serã,1,1
sesc,3,4
sesi,1,3
sesimbra,152,3
sessao,45,1
sessenta,1,5
session,9,1
sessoes,81,1
sessã,2,1
sessão,1795,2
seta,1,5
setembro,378,4
setor,48,4
setores,2,4
setorial,1,3
setorização,1,2
settra,1,1
setup,6,2
setúbal,564,3
seunda,1,3
seuros,1,2
seven,3,5
sevenair,1,5
several,1,5
severamente,1,5
severo,2,5
sevilla,56,1
seviços,9,2
sexcreto,1,3
sexo,92,3
sexofobia,2,5
sexshop,1,3
sextaneja,5,1
sexto,24,3
sextou,1,2
sexual,48,4
sexy,14,3
sexyhot,2,5
seychelles,1,4
shabby,2,4
shacklock,1,5
shade,4,3
shadow,3,4
shaggy,1,4
shake,30,3
shaker,1,4
shakes,5,3
shakira,4,1
shalon,1,2
shamballa,6,3
shampo,4,2
shampoo,27,2
shana,1,3
shantala,6,2
shape,9,2
shaping,2,4
shar,7,3
share,1,3
sharecenter,1,4
shared,1,4
sharm,19,4
shassarara,1,2
sheer,39,1
sheik,18,4
sheikh,1,5
shell,1,3
sheraton,1,5
shhhhhhh,1,4
shiatisu,2,1
shiatsu,218,2
shibari,1,4
shield,8,5
shift,2,3
shimon,5,5
shine,5,1
shineray,1,5
shins,4,4
shirodhara,1,3
shirt,47,2
shiseido,6,4
shkreli,1,5
shock,6,1
shoebiz,1,3
shoes,21,4
shoop,36,1
shop,63,2
shopfato,16,1
shopkit,79,1
shopper,10,3
shopping,48,3
